id,distance,height,landings,number,pack,age,usage,weight,item,volume,width,max,power,size,target,density,region-RE-0,region-RE-1,region-RE-10,region-RE-11,region-RE-2,region-RE-3,region-RE-4,region-RE-5,region-RE-6,region-RE-7,region-RE-8,region-RE-9,region-RE-A,region-RE-B,region-RE-C,region-RE-D,region-RE-E,region-RE-F
1001,3619,12006.4743,6633.13447,61446.31972000001,28298.8532,54189.1537,20820.163230000002,4802,6,42910,23160.803,611,19136,1677,-7.047150935387855,0.11190864600326264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1002,8065,8896.6324,1006.29031,41865.60755,56010.9628,42326.2639,21697.40596,3793,6,28954,31911.616,24309,14058,1372,-24.015703565792705,0.1310008979761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,6084,8051.8582,28135.13667,47857.725360000004,51472.4406,31562.0297,31602.75803,4664,17,57182,21686.803,25019,13170,1843,20.015643188867344,0.08156412857192823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1004,7718,9251.9671,36298.663239999994,46110.26874,34740.8175,19610.4855,47862.230639999994,3849,15,60961,34818.7,34431,12350,1142,30.66414822263045,0.0631387280392382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,5969,12085.3845,6904.93682,27847.6174,44221.6903,25424.2069,36172.90385,4479,6,23262,28457.202,28287,11937,917,-40.334389659283055,0.1925457828217694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1006,7416,6863.7026,11609.098890000001,21167.19575,59656.1497,11928.2628,38059.53998,2132,10,30085,28761.112,8232,11429,1321,-41.77290250551727,0.07086588000664783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1007,3760,6074.5615,29920.67361,40278.98118,46351.1985,35851.2887,2014.96768,1042,10,60891,25933.272,22352,4857,1508,-26.986519562739957,0.01711254536795257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008,3891,17823.6623,13620.299990000001,27216.555269999997,16343.0918,17852.6232,33083.56662,3106,14,39493,,10583,17663,1492,-2.7164882361645417,0.07864684880864964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1009,6128,2953.1574,31750.97919,57178.2936,42307.9131,36198.1674,36398.56194,2502,0,40036,44301.587999999996,23426,27060,1621,36.79763945237492,0.062493755619942054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,5465,5459.1864,19361.98682,45500.804000000004,51956.4872,45950.7674,28881.29991,4859,4,43249,30756.479,16707,11247,1391,-23.37475454500545,0.11234941848366437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011,4946,14226.431999999999,25732.62209,60992.687320000005,24094.9603,39297.9579,30021.24636,4593,14,59179,25062.082000000002,8654,8830,1210,209.64344911530839,0.07761199073995843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1012,2832,9942.185,37782.46642,60910.525389999995,33101.6436,49565.8285,37052.72656,3289,2,54954,28438.375,12251,19329,1716,55.38930233446286,0.05985005641081632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013,6076,10223.2775,27002.61588,60917.86756,24686.1594,46760.3733,32195.73047,4282,10,50327,27968.947,24505,18758,1102,22.14906692872239,0.08508355355971943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,7067,17479.0198,2247.7060100000003,12291.48574,55468.0922,28789.2405,36433.8071,4959,8,44764,20471.576,21388,18869,1133,-11.723913550837768,0.11078098471986418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1015,2831,2555.755,37492.167069999996,61172.96105,34259.4245,30418.4739,17429.1039,3823,1,24017,21335.466,29179,14520,1541,-27.97701383569599,0.15917891493525418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1016,5450,17388.545,39691.22754,54159.53327000001,68209.7503,38889.9578,26346.03415,568,14,31049,26151.421000000002,24931,9339,1444,-2.0889265925087432,0.018293664852330187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,7493,4799.9571,35651.20721,14059.555180000001,27240.6254,43401.1577,39028.50934,4331,17,71050,24930.462000000003,24063,15116,1200,23.38824793918857,0.06095707248416608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018,2584,7357.7936,43639.31973,14725.88693,60165.2509,46704.6337,32268.1891,2223,7,65357,25810.341,13837,8377,1479,7.3852584817462015,0.034013189099866885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1019,3761,4629.3144,3745.26472,38947.48564,45862.3482,34496.1085,37012.39178,4020,11,20958,,17588,12832,1118,-48.832530400334996,0.19181219582021186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1020,5982,10497.2183,33732.1894,11568.5935,63366.6337,50470.0925,32741.50095,2066,6,72916,27471.007999999998,14393,13377,1362,19.414221894784387,0.028333973339184814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021,2894,17391.0115,5523.74237,23726.99225,54645.8644,11834.3172,41602.216,1072,16,40354,26125.6,34143,25591,1194,16.348511843481223,0.02656490062942955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1022,8226,9806.9085,35463.808039999996,45375.03853,76212.3765,52458.7877,37152.99365,1704,3,31864,34322.534,4196,8838,1242,-3.826413119734516,0.0534772784333417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,5600,10856.6108,14338.928080000002,20697.676030000002,51728.9377,46156.1116,29656.080860000002,4655,3,37842,34815.157999999996,18420,14190,1460,-64.60983776161098,0.12301146873843877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,5203,10392.1088,28755.56751,54183.57105,27722.4075,37766.1613,23000.95313,3953,1,75534,37633.337999999996,13434,14829,1350,21.890921012131532,0.05233404824317526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,5677,5794.2907,26535.94366,1499.93455,65943.4298,50385.6465,27002.276719999998,4022,7,28520,18582.664,30676,11051,1298,-54.237666895201464,0.14102384291725106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1026,3958,9481.9043,6952.50135,50618.43943,21749.3532,41343.5527,40290.86888,3670,11,80130,,13739,13712,1307,39.35212739965552,0.045800574067140894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,2942,17178.8594,2537.6686600000003,2822.23877,29151.0159,25906.9568,37673.3334,4393,14,43976,28847.242000000002,12648,13481,1620,24.766144521621808,0.09989539748953975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1028,5975,8230.6067,21121.6295,23418.21577,52675.6904,13057.7722,27182.538889999996,4416,4,42792,16884.905,19108,13405,1487,15.020610703180894,0.10319685922602355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1029,5535,15831.0478,16006.218980000001,33077.770580000004,35796.108,36036.2765,30303.54678,3811,19,37066,,17693,7757,1063,-21.116224618611373,0.10281659742081692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1030,5726,12059.0333,16263.45129,18824.45374,25342.7817,43403.5795,28499.67205,1718,19,23691,28254.456000000002,17577,13572,1661,3.7422847474826963,0.07251698957409987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,3092,12080.8454,8388.13062,27343.48192,42937.7994,33904.0753,16121.609880000002,3441,7,44989,,12637,13495,1536,-6.373815303332506,0.07648536308875503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,4571,4638.3352,22385.37651,22618.84494,68017.0234,41393.3494,41478.54027,2638,4,48845,27169.951,32228,15275,1558,24.88666564208058,0.05400757498208619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,3080,6474.3318,23049.37643,42846.20996,45407.5841,52799.6295,26760.7233,3172,15,52654,25675.197999999997,25646,12042,1206,-23.403413895441147,0.06024233676453831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1034,5286,12883.7155,41063.94305,42057.47947,42535.0602,37310.6091,30118.83498,2313,6,47800,33185.302,6412,16827,1326,22.9021512089687,0.048389121338912135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1035,3028,7501.5396,37702.16014,34950.64471,44649.4161,18900.4648,26882.16912,4236,11,53174,36997.401,30580,15722,1357,32.900887362049744,0.07966299319216158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1036,4722,3014.4145,26066.81134,22615.15239,46244.9997,38117.679,26500.75969,2506,9,42674,28444.942000000003,30320,13667,1526,-6.975438828506137,0.0587242817640718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1037,4627,5457.4135,34531.44429,60326.36357,67723.9968,29316.2884,14305.374780000002,1318,1,43784,16535.87,26629,18643,1706,-20.370705728478654,0.030102320482367988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,4091,1220.7730000000001,8917.14635,27355.625969999997,47846.240999999995,23081.7234,6469.31846,4278,6,55900,33718.081,25360,14184,1184,-36.365516120742356,0.07652951699463327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1039,5918,3258.078,34164.679489999995,44263.46688,44496.4,33419.7972,20383.747,4135,16,8032,23324.627999999997,25588,11224,1048,-53.630701254916104,0.5148157370517928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1040,4806,5110.9933,5475.70363,29476.967230000002,31194.1943,30116.962000000003,24685.55884,1905,5,55419,34358.263,9400,17472,1090,0.48548743496144103,0.03437449250257132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1041,6385,4896.7669,13692.13364,15568.707680000001,44008.9417,31942.4441,13218.92292,2576,3,44638,20723.15,19104,21746,1482,-6.59446089904888,0.057708678704243024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1042,5183,5985.9573,30185.81905,49192.17899,34678.1622,29560.7512,27663.239569999998,1236,19,26505,34737.593,9642,10087,567,-43.3871790912208,0.04663271080928127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,2961,15104.0331,29454.223260000002,49239.1828,34130.0945,43013.0857,9079.67028,4931,12,36095,18133.431,8046,5986,1322,-37.28531667062561,0.13661171907466407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1044,5001,13758.3882,18103.30621,1121.19104,52800.8366,50514.4461,35140.14833,4745,1,35715,30796.041,16779,15407,1418,10.422711856037386,0.13285734285314293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1045,6287,9086.5529,40123.17325,30985.069069999998,61197.7,32425.7762,36277.47717,434,14,45752,16523.265,6688,14832,1334,-21.611633263493424,0.009485924112607099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1046,8917,5192.3352,32498.33263,19926.88535,33855.1127,45271.4952,29072.109439999997,2590,2,76746,34072.006,24895,10250,1373,4.6241618848634864,0.03374768717587887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,3861,16347.485,29284.303239999997,33592.075710000005,37275.4439,39109.7316,25112.444330000002,3811,10,34268,23009.642000000003,6455,15312,1255,-16.28759671243538,0.11121162600677016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1048,3924,9463.3682,11170.28306,10251.74295,25867.3276,32694.1455,38534.86253,1398,7,63065,21095.352000000003,3760,10101,1590,-2.212479099468398,0.022167604852136685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,4531,17518.7155,28988.786780000002,30135.68179,51192.4894,50739.2318,36513.65662,4333,4,45214,27086.104,7477,18810,1305,33.790228687850735,0.09583314902463838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1050,5818,16190.0142,28131.418339999997,42880.99928,40644.6707,32865.0267,40352.72963,3237,0,39515,25418.859,395,17417,1262,-7.884770814091309,0.08191825888902948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1051,5197,12540.1771,8294.10261,56061.86734,42782.4768,35226.0033,40148.455969999995,1270,11,27069,17373.817,32775,9477,1456,-10.730636890506126,0.04691713768517492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1052,4611,17862.1278,19162.74115,47476.886289999995,47137.8922,47260.4409,30135.05311,2728,0,55522,21989.316000000003,16372,18580,1449,212.18674110316758,0.04913367674075141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1053,4467,9434.7348,16126.60453,18552.93526,35669.0312,52128.9722,31910.58061,3387,18,26628,26467.171000000002,1852,24982,1753,44.842714544438934,0.127196935556557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,4882,17563.4326,41714.11664,58877.537110000005,44816.7182,33826.1721,46660.40962,4131,6,40353,,18561,18295,1649,35.23717040940573,0.1023715708869229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,2607,8049.5553,7171.316999999999,31045.10619,44379.2192,37861.7765,32201.8879,971,1,42895,13781.24,32558,19165,1324,-21.548922719430614,0.022636670940669075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,8522,1444.3723,2990.76788,28487.5045,44703.3812,28824.6468,39905.44173,3224,7,74209,24629.235,32622,15149,1065,-14.518030228944387,0.04344486517807813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1057,7740,14199.7766,17270.384,34140.1709,30779.1365,18091.177,38526.34632,3933,11,20006,,15450,16796,1335,3.411166463882888,0.19659102269319204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1058,4627,14086.2978,27829.2948,19821.085619999998,43155.1426,40549.3842,17300.06995,2140,14,45804,25041.931,7142,21071,1861,25.08187244995974,0.04672081040957122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1059,5211,4376.2625,38689.092619999996,7234.79882,61365.0318,33116.9984,30000.234860000004,4397,16,34884,38916.622,14928,14539,1953,-505.9719335001886,0.12604632496273363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,5134,12418.8212,9319.343659999999,17074.0774,28869.4415,28007.2838,20931.06195,2539,16,62445,36148.081,12744,23126,1697,50.49067205531361,0.0406597806069341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1061,5494,3013.6802,22075.61775,13477.3551,21359.9497,22721.6687,33774.5697,3961,19,59934,28061.244,1784,18724,1582,8.85273065996181,0.06608936496813161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1062,7338,7643.3437,8727.36768,22774.57765,38043.0963,17458.1984,27862.581769999997,1547,19,36378,,10291,13337,1137,-7.671657775061688,0.04252570234757271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1063,6917,15782.4709,31900.18373,40802.06035,54278.4545,42655.375,30955.371639999998,2388,4,25904,23807.287999999997,31348,23067,1639,58.66302341966938,0.09218653489808523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1064,2999,18518.492,39274.74254,1945.30058,42692.7646,50346.6009,30998.32166,4451,19,57668,20871.475,7313,17313,902,41.19746466549385,0.07718318651591871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,4431,6657.3542,12951.59491,30901.72485,36986.1139,41460.0482,23776.46335,3636,6,39012,18780.606,23523,10721,1592,-24.75167682591585,0.09320209166410336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1066,4632,3507.784,4083.8228700000004,25575.61872,43658.0317,26580.0923,35645.56915,488,19,12859,24409.674,14007,17098,1815,-11.359422721852102,0.03795007387821759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1067,2126,16289.1557,41000.42795,24148.064459999998,40690.7303,35437.1908,33328.97307,1083,16,22896,20760.436999999998,34204,13445,1809,29.851042846463,0.04730083857442348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,6545,10269.5089,24866.30669,17907.10411,60516.3161,68044.4124,38706.41484,3561,5,55525,28138.786,27045,8807,1192,26.62848129691585,0.06413327330031518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1069,6159,2286.2957,3828.37425,53917.88792000001,55988.2357,39771.4325,20479.175580000003,3586,18,47545,31253.484,11535,15926,964,-38.91617549971856,0.07542328320538437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,3000,7420.3944,11603.036559999999,48950.35249,42729.3543,47064.1361,34457.81383,1528,8,68660,26659.914,30564,12947,1270,10.804162528714823,0.02225458782406059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1071,3240,17150.6985,12461.84482,27318.96033,35298.399,17634.8581,42074.92383,428,8,51588,23599.139,26963,11516,1385,8.354952943290638,0.008296503062727766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,5544,3676.6952,39665.42241,28560.81813,47381.3327,40039.1317,31354.70495,2843,6,36339,24414.2,27161,9930,1275,-21.883066213483147,0.07823550455433556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,4270,11803.5268,18173.62014,20396.80882,67627.8347,26884.1121,45849.632560000005,3727,8,19115,27281.922000000002,17359,10423,1480,-17.80821783109176,0.19497776615223647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1074,5788,13534.4367,4044.29753,43565.07727,34735.1738,33744.251000000004,15829.23794,1562,0,20050,29721.57,8133,19525,1459,-21.4747795709993,0.07790523690773067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1075,6067,15284.5071,34700.44956,55690.242179999994,29557.885,35996.1135,33745.2557,1886,12,39860,18911.258,32140,13433,1509,19.35310360651758,0.04731560461615655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,5306,11333.1732,42539.85153,49884.3277,57351.8178,35251.6592,22305.19798,2509,16,27804,29109.436,14093,22794,1628,15.157397312055966,0.09023881455905625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1077,5015,5313.715,11955.37514,24060.4847,44315.9379,37460.2337,29485.067860000003,3701,11,38728,31597.349,32662,18029,1117,-16.401042415107696,0.0955639330716794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1078,4451,17486.372,16033.381269999998,40027.33822,46477.46599999999,27494.3285,45749.502539999994,4777,14,41093,23204.237999999998,32277,12997,1447,25.30277199344137,0.11624850947849999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,3020,7319.4373,20935.278019999998,45423.89011,6776.2769,36869.4942,18233.79954,4276,0,48239,30111.9,18942,28082,1416,14.40084076551926,0.08864197019009515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1080,5147,12918.3111,17340.410030000003,35224.25819,53087.3347,18644.1563,26642.39489,1402,1,47615,22012.577,8064,15818,1502,-0.6304320306177507,0.029444502782736533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,4970,4378.7308,13903.30861,28014.018630000002,49862.4852,28988.5619,33957.723210000004,1892,2,64521,28185.484,27451,7558,1764,19.34202856911359,0.029323786054152912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1082,4097,5179.0868,30042.379419999997,50825.398,32281.6972,13978.7631,26817.26691,2305,4,18759,21036.148999999998,14157,20889,1465,9.886757385660774,0.12287435364358441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1083,5903,1306.9484,15526.101319999998,48809.77095,29240.5408,43758.5271,28595.419639999996,3490,0,44394,30106.722,7610,11782,1319,-45.97902598739292,0.07861422714781277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1084,5399,7572.0842,23682.28586,41525.55846,46394.1701,44916.1641,36433.15762,878,16,70250,28492.714,25322,17833,1324,29.46724819508632,0.012498220640569395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1085,3578,8893.6392,37573.03669,8484.321240000001,49114.825,36233.5907,39035.74564,1983,13,48430,25162.295,7387,16672,1645,15.61639198159134,0.04094569481726203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1086,4471,7713.1055,5192.98121,42972.776,30695.4089,8957.4788,20343.75824,3439,11,18223,,18608,14361,703,-59.312134306784,0.18871755473851726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1087,4044,6261.3245,20528.23143,37925.50703,47562.4719,47554.028,45673.31445,3904,4,63330,27300.968999999997,6870,9636,1311,12.219827226364552,0.061645349755250274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1088,3245,10007.4524,13058.178670000001,8365.61861,38221.4067,9553.1663,33764.19667,4704,0,72771,23155.09,8171,22788,1752,2.031762434896056,0.06464113451787112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1089,5985,17009.6453,7056.096409999999,8563.25134,45471.7492,33396.52,30339.047239999996,3077,9,38918,34759.072,34566,19397,1473,6.488067180518348,0.07906367233670795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,5967,8416.5391,3908.3446299999996,7169.86352,32168.3936,36711.4452,50732.60735,3933,4,48084,25218.584,16241,18586,1605,38.350330788814894,0.0817943598702271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1091,7126,12912.8261,11710.076000000001,14040.128859999999,75113.8454,25804.2071,43296.63669,1291,9,70733,27458.52,31533,18970,1410,24.441184844937393,0.018251735399318566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1092,6168,1186.9575,4181.76668,37162.530210000004,43654.990999999995,40089.0893,37826.780139999995,4171,5,53008,16016.302,10120,3081,1623,-15.487556993573437,0.07868623603984304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1093,8074,18003.2983,42857.52185,44853.83865,38518.7877,37390.9813,30488.670510000004,3148,1,45819,30100.373,6657,21192,1169,14.743365930180108,0.06870512232916476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1094,7221,11868.0108,20074.30846,60402.00222,79288.0,43208.6325,23978.93912,2069,18,38923,21110.346,14656,17449,1373,-17.948865403832837,0.05315623153405442,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1095,5126,18613.1894,34147.734260000005,6954.736790000001,65126.1255,36715.3279,19772.77403,4624,4,70248,31325.855,9897,9951,1497,32.152224951968385,0.0658239380480583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,4300,14822.3462,6405.432470000001,40022.07142,39928.4609,13513.5955,40786.17842,719,18,21862,23151.282000000003,7005,17734,1325,-14.431388387711493,0.03288811636629769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1097,7026,7952.4524,31894.68494,38430.322889999996,56170.2694,21401.0224,31618.63182,632,12,55295,21600.042999999998,32797,19480,1205,-29.357069148522182,0.011429604846731169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1098,4831,2258.6229,32709.600489999997,23280.86177,57172.8687,53395.1829,43515.93904,1204,3,57049,25223.107999999997,18832,17292,1708,34.94818426523613,0.021104664411295552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,3734,6562.838000000001,26435.304030000003,19520.630930000003,41604.6758,26509.4414,23681.21313,1235,12,52097,19925.699,30668,26280,1097,-6.16932596419927,0.02370577960343206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1100,5581,10517.3999,29541.19406,20590.060980000002,56594.9543,39605.7691,28950.242239999996,4557,7,31826,21268.732999999997,18438,21544,1158,-33.7433748977134,0.1431848174448564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,3323,1604.1853,24578.64331,57208.065370000004,57549.8859,33853.153,29972.32235,2453,7,35645,38351.866,1470,18912,1103,714.0510191836238,0.06881750596156544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1102,4723,11851.0222,23769.6594,49797.208139999995,42242.0562,32876.0845,18416.15439,1333,6,56485,26905.071,30114,11840,1149,-13.946476132490295,0.02359918562450208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,5267,1816.1488,4271.86696,31056.24037,47232.8446,30644.6151,50625.087530000004,798,6,48350,,28625,11541,1621,6.849549801267622,0.016504653567735263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,4446,17032.5422,30771.98057,29947.39085,45143.4076,27677.4948,23206.193209999998,4820,12,17158,27663.001,22643,12931,1182,-12.550766657860516,0.28091852197225786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1105,2189,1189.8293,24552.16622,20332.987680000002,58961.6593,50006.2929,38199.62962,1093,1,48927,18695.251,24671,12064,1016,-45.11883709127001,0.022339403601283545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1106,2712,1716.1497,37337.22373,27659.226810000004,37967.4199,45462.2413,16050.02319,3126,15,44942,22365.474,15558,13914,1443,-23.414862761109795,0.06955631703083975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,6468,13760.0347,16093.949730000002,54544.84922999999,35932.315,39928.9309,33259.294030000005,956,2,30539,22792.679,9465,14104,720,-31.048563746174487,0.0313042339303841,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1108,5766,11350.1779,18537.78732,27760.83385,51794.962999999996,27007.0346,30987.065769999997,1848,13,33443,28650.605,13365,11230,1182,-50.379273607788114,0.05525820052028825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1109,7622,9836.6036,4724.57509,57844.51387,23953.2621,34478.1435,17192.50617,1945,11,30340,25721.346,33042,11340,1598,-1.5591500596754742,0.06410678971654582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1110,5986,5826.1642,13336.110840000001,34878.7144,32926.5186,31062.0825,16334.351869999999,2098,9,27524,22993.299,32113,14475,1742,-8.469711867280122,0.07622438599040837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1111,5471,7945.5417,40859.8374,15549.63138,38618.6786,36089.806000000004,46072.67981,4922,14,72087,36029.301,30816,18549,1485,62.083328345372635,0.0682786077933608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,5461,5046.6087,29790.162089999998,11039.538929999999,39607.6158,29646.3717,25542.99901,4641,9,51881,26846.166,31961,20719,1313,7.278936708692888,0.08945471367167171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1113,4752,10177.4856,41294.50393,51786.3363,38419.7941,39149.5226,23357.884469999997,2951,2,58999,21821.69,22265,7759,1263,-0.5883886190824418,0.05001779691181207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1114,5497,11676.7861,9562.2636,46450.49245,64864.8236,27677.2702,28353.27705,1111,10,49175,27543.991,15509,16327,1733,23.722402866763478,0.02259278088459583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1115,5259,12263.0118,4598.55533,46922.17483,44910.7639,40284.0319,34075.79321,4173,2,63552,31288.057,20725,13430,1091,17.271426708384336,0.06566276435045318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
